Employee ID,Department,Work Hours,Training Hours,Absenteeism Rate,Productivity Score,Satisfaction Score,Revenue Generated,Turnover Status
EMP1234,HR,24,19,0.34,79,2.8,5124.13,No
EMP1235,Sales,49,34,9.09,84,4.9,5448.44,Yes
EMP1236,IT,32,27,1.9,97,1.1,6291.65,No
EMP1237,Sales,40,10,7.12,86,1.5,5578.17,Yes
EMP1238,Marketing,45,7,3.85,67,3.8,4345.78,Yes
EMP1239,IT,23,19,7.54,84,2.4,5448.44,No
EMP1240,IT,34,36,6.98,93,3.6,6032.2,Yes
EMP1241,Marketing,56,27,3.07,90,2.0,5837.62,No
EMP1242,Finance,32,26,9.83,87,2.1,5643.03,No
EMP1243,HR,26,8,12.0,95,3.0,6161.93,Yes
EMP1244,Sales,50,1,14.06,94,1.7,6097.07,No
EMP1245,Marketing,39,10,8.66,93,3.7,6032.2,Yes
EMP1246,HR,43,16,5.9,94,3.9,6097.07,No
EMP1247,Sales,58,38,8.7,85,1.5,5513.3,No
EMP1248,Sales,37,34,6.67,65,1.0,4216.06,No
EMP1249,IT,52,7,1.33,65,2.2,4216.06,Yes
EMP1250,Finance,45,18,14.56,62,4.8,4021.47,No
EMP1251,Sales,54,20,5.97,62,4.9,4021.47,No
EMP1252,HR,27,32,8.03,81,2.6,5253.86,No
EMP1253,Sales,48,3,14.55,70,2.8,4540.37,No
EMP1254,IT,26,14,1.81,71,4.8,4605.23,No
EMP1255,IT,45,12,6.53,60,4.7,3891.74,No
EMP1256,Marketing,47,39,6.97,81,4.1,5253.86,No
EMP1257,Finance,26,24,10.09,81,1.7,5253.86,No
EMP1258,IT,32,2,3.32,64,2.5,4151.19,No
EMP1259,Finance,41,0,8.58,89,4.2,5772.75,No
EMP1260,IT,25,14,1.43,95,2.1,6161.93,Yes
EMP1261,Finance,58,39,12.56,87,4.2,5643.03,Yes
EMP1262,Finance,57,12,1.05,91,1.3,5902.48,Yes
EMP1263,IT,23,16,11.75,83,4.4,5383.58,No
EMP1264,Marketing,35,28,2.61,99,4.2,6421.38,No
EMP1265,IT,21,27,6.59,82,4.7,5318.72,No
EMP1266,Marketing,29,31,11.21,84,3.3,5448.44,No
EMP1267,HR,20,34,10.71,77,3.9,4994.41,Yes
EMP1268,Sales,20,9,3.04,62,3.3,4021.47,No
EMP1269,IT,39,31,3.93,87,3.9,5643.03,No
EMP1270,Sales,47,39,11.82,89,3.0,5772.75,No
EMP1271,IT,25,2,10.24,85,4.3,5513.3,No
EMP1272,Finance,31,7,7.55,79,4.2,5124.13,No
EMP1273,Marketing,36,9,9.86,63,4.0,4086.33,No
EMP1274,Marketing,52,12,10.16,78,1.8,5059.27,No
EMP1275,HR,41,17,1.71,82,1.7,5318.72,No
EMP1276,IT,45,32,12.17,63,4.9,4086.33,No
EMP1277,IT,22,10,0.06,97,2.5,6291.65,No
EMP1278,HR,20,25,3.17,82,4.6,5318.72,Yes
EMP1279,IT,47,36,1.76,99,4.7,6421.38,No
EMP1280,IT,52,21,5.07,62,1.7,4021.47,No
EMP1281,IT,47,29,13.63,71,1.4,4605.23,Yes
EMP1282,IT,45,21,11.93,64,3.4,4151.19,No
EMP1283,HR,48,18,13.7,94,1.4,6097.07,No
EMP1284,Finance,28,26,11.45,86,1.3,5578.17,Yes
EMP1285,IT,32,12,9.73,72,3.4,4670.09,No
EMP1286,Sales,31,5,5.59,66,3.3,4280.92,No
EMP1287,IT,30,35,5.02,63,2.1,4086.33,No
EMP1288,Marketing,46,5,1.58,82,3.3,5318.72,No
EMP1289,Finance,53,0,3.28,72,4.9,4670.09,No
EMP1290,HR,21,0,3.71,73,3.7,4734.96,No
EMP1291,IT,29,5,7.55,65,4.0,4216.06,No
EMP1292,Sales,39,28,4.32,79,1.8,5124.13,Yes
EMP1293,Sales,39,32,0.86,63,1.8,4086.33,No
EMP1294,Marketing,24,25,6.22,99,3.0,6421.38,No
EMP1295,IT,22,25,2.37,71,3.1,4605.23,No
EMP1296,Sales,22,11,14.41,99,4.3,6421.38,No
EMP1297,Marketing,28,37,3.21,88,4.7,5707.89,No
EMP1298,Sales,33,19,4.98,60,3.3,3891.74,No
EMP1299,HR,40,9,1.13,81,3.5,5253.86,No
EMP1300,Sales,27,21,2.58,90,3.5,5837.62,No
EMP1301,Marketing,58,22,4.46,64,4.3,4151.19,No
EMP1302,Sales,24,4,3.55,64,2.3,4151.19,No
EMP1303,Sales,41,3,1.75,73,1.1,4734.96,No
EMP1304,IT,55,27,3.6,89,2.3,5772.75,No
EMP1305,Marketing,59,3,13.65,88,1.9,5707.89,No
EMP1306,HR,52,22,1.02,91,4.0,5902.48,No
EMP1307,Sales,20,35,7.44,65,4.7,4216.06,No
EMP1308,Marketing,37,5,14.39,62,2.6,4021.47,No
EMP1309,HR,26,28,12.41,83,1.7,5383.58,No
EMP1310,Sales,34,20,1.06,74,4.5,4799.82,No
EMP1311,Finance,36,29,3.57,91,4.0,5902.48,No
EMP1312,Marketing,39,32,10.5,79,1.8,5124.13,No
EMP1313,Marketing,34,39,12.46,60,1.5,3891.74,No
EMP1314,Marketing,37,3,14.36,96,3.6,6226.79,No
EMP1315,IT,27,35,14.37,75,1.3,4864.68,No
EMP1316,HR,33,17,7.89,94,1.9,6097.07,No
EMP1317,Sales,36,15,12.26,91,3.9,5902.48,No
EMP1318,Finance,29,19,13.23,85,2.0,5513.3,Yes
EMP1319,Sales,26,0,4.65,98,4.9,6356.52,No
EMP1320,Finance,28,6,12.87,77,4.3,4994.41,No
EMP1321,Sales,54,7,9.09,67,2.6,4345.78,No
EMP1322,HR,54,7,5.27,97,3.9,6291.65,No
EMP1323,IT,28,4,9.56,75,3.6,4864.68,No
EMP1324,Sales,55,14,7.3,98,1.7,6356.52,No
EMP1325,Marketing,23,21,1.68,60,3.6,3891.74,No
EMP1326,Marketing,22,28,1.17,99,1.1,6421.38,No
EMP1327,Marketing,33,14,8.89,89,4.4,5772.75,No
EMP1328,Marketing,26,8,14.73,90,2.5,5837.62,Yes
EMP1329,Sales,53,18,4.13,88,2.1,5707.89,No
EMP1330,Finance,21,15,14.29,93,3.2,6032.2,No
EMP1331,Finance,59,28,5.14,77,2.6,4994.41,No
EMP1332,HR,25,9,9.92,66,1.1,4280.92,No
EMP1333,HR,38,26,14.68,77,1.5,4994.41,No
EMP1334,Marketing,50,16,3.15,92,1.6,5967.34,No
EMP1335,IT,43,13,2.3,86,2.0,5578.17,No
EMP1336,IT,20,24,13.24,69,2.2,4475.51,No
EMP1337,HR,22,27,5.26,62,3.7,4021.47,No
EMP1338,Finance,35,19,6.42,75,3.0,4864.68,No
EMP1339,Sales,50,0,0.13,97,4.0,6291.65,No
EMP1340,Marketing,45,34,12.25,65,4.5,4216.06,No
EMP1341,Finance,32,14,3.84,81,1.9,5253.86,No
EMP1342,Finance,51,10,9.93,79,1.7,5124.13,No
EMP1343,HR,23,20,3.67,87,3.3,5643.03,Yes
EMP1344,Finance,49,28,2.91,95,2.6,6161.93,Yes
EMP1345,Marketing,28,27,4.24,93,3.7,6032.2,Yes
EMP1346,IT,32,4,4.59,83,1.5,5383.58,No
EMP1347,Finance,31,34,8.68,81,2.7,5253.86,No
EMP1348,Sales,51,18,8.97,89,4.3,5772.75,No
EMP1349,Marketing,48,2,12.25,88,1.3,5707.89,Yes
EMP1350,Marketing,48,31,5.76,64,2.9,4151.19,No
EMP1351,Marketing,34,19,5.9,99,4.1,6421.38,No
EMP1352,Marketing,48,0,3.39,68,4.8,4410.64,No
EMP1353,Finance,59,33,12.86,66,2.4,4280.92,No
EMP1354,Sales,25,21,5.34,84,4.4,5448.44,No
EMP1355,Marketing,40,29,5.21,99,3.2,6421.38,No
EMP1356,Marketing,37,21,8.13,71,3.8,4605.23,No
EMP1357,Sales,43,35,9.56,91,2.9,5902.48,Yes
EMP1358,IT,40,18,5.12,78,3.4,5059.27,No
EMP1359,Marketing,43,35,1.36,70,4.7,4540.37,Yes
EMP1360,Finance,25,38,11.22,84,3.1,5448.44,No
EMP1361,Marketing,24,2,1.19,68,1.9,4410.64,No
EMP1362,IT,57,12,9.73,68,1.3,4410.64,No
EMP1363,Marketing,52,37,0.1,87,3.1,5643.03,No
EMP1364,HR,54,1,5.21,62,4.5,4021.47,No
EMP1365,IT,38,18,2.22,92,4.3,5967.34,No
EMP1366,Finance,44,25,1.76,99,3.1,6421.38,Yes
EMP1367,Sales,59,18,5.49,74,1.8,4799.82,No
EMP1368,HR,42,34,3.58,68,3.3,4410.64,No
EMP1369,HR,47,28,11.64,92,4.6,5967.34,No
EMP1370,Finance,30,30,3.93,93,1.2,6032.2,Yes
EMP1371,Marketing,54,19,8.31,77,4.2,4994.41,No
EMP1372,Sales,38,24,13.45,95,4.9,6161.93,Yes
EMP1373,Finance,26,3,2.23,83,1.3,5383.58,No
EMP1374,Finance,40,1,2.51,94,4.6,6097.07,No
EMP1375,HR,22,3,3.7,64,1.5,4151.19,Yes
EMP1376,IT,46,5,13.21,76,1.8,4929.54,No
EMP1377,HR,41,30,9.64,66,1.1,4280.92,No
EMP1378,Marketing,35,33,7.89,88,4.0,5707.89,Yes
EMP1379,HR,46,20,1.17,63,2.7,4086.33,Yes
EMP1380,Sales,40,33,10.84,71,2.8,4605.23,No
EMP1381,Finance,40,28,12.97,98,4.7,6356.52,Yes
EMP1382,HR,43,39,12.67,66,1.8,4280.92,No
EMP1383,IT,29,2,14.85,75,2.9,4864.68,No
EMP1384,Sales,36,32,12.31,91,2.3,5902.48,No
EMP1385,Finance,45,14,2.67,98,1.6,6356.52,No
EMP1386,HR,24,7,4.17,85,4.4,5513.3,No
EMP1387,Finance,23,18,8.15,98,1.5,6356.52,No
EMP1388,HR,36,25,5.85,72,1.7,4670.09,No
EMP1389,Marketing,56,9,6.1,95,2.9,6161.93,No
EMP1390,Finance,30,6,11.12,70,2.5,4540.37,No
EMP1391,Sales,20,0,9.59,66,4.2,4280.92,No
EMP1392,Sales,57,1,8.26,81,1.9,5253.86,No
EMP1393,HR,29,27,10.76,79,2.2,5124.13,No
EMP1394,IT,28,5,13.76,62,4.6,4021.47,No
EMP1395,Sales,48,0,0.44,80,1.5,5188.99,No
EMP1396,Sales,32,26,1.07,92,1.2,5967.34,Yes
EMP1397,Finance,27,32,1.33,77,3.7,4994.41,No
EMP1398,Sales,41,38,10.88,78,2.2,5059.27,No
EMP1399,IT,51,2,9.84,71,3.5,4605.23,No
EMP1400,Marketing,49,19,2.91,84,1.1,5448.44,Yes
EMP1401,HR,48,34,5.3,65,4.7,4216.06,No
EMP1402,Finance,56,29,6.85,67,4.6,4345.78,No
EMP1403,Marketing,46,12,7.09,65,2.0,4216.06,No
EMP1404,IT,24,29,3.42,87,1.3,5643.03,No
EMP1405,Finance,35,29,0.5,82,3.0,5318.72,No
EMP1406,Finance,26,23,3.39,63,3.1,4086.33,No
EMP1407,Marketing,59,27,5.35,75,4.9,4864.68,No
EMP1408,Sales,50,3,8.16,67,2.0,4345.78,No
EMP1409,HR,21,23,0.41,75,1.5,4864.68,No
EMP1410,HR,50,7,0.39,88,2.2,5707.89,No
EMP1411,HR,41,25,12.75,96,1.6,6226.79,No
EMP1412,Sales,42,35,1.53,71,2.2,4605.23,No
EMP1413,Sales,32,9,3.95,86,1.7,5578.17,No
EMP1414,HR,28,20,12.94,73,1.5,4734.96,Yes
EMP1415,Marketing,56,19,14.06,74,3.6,4799.82,No
EMP1416,Marketing,26,17,12.31,93,1.0,6032.2,No
EMP1417,IT,33,12,3.57,64,1.4,4151.19,No
EMP1418,Marketing,54,33,1.56,91,1.4,5902.48,No
EMP1419,HR,20,29,3.95,87,4.9,5643.03,No
EMP1420,Finance,35,16,0.92,82,3.0,5318.72,No
EMP1421,Sales,40,14,9.24,63,4.9,4086.33,Yes
EMP1422,Finance,37,12,10.63,93,3.3,6032.2,No
EMP1423,IT,50,18,6.0,60,4.0,3891.74,Yes
EMP1424,HR,45,1,3.29,82,3.5,5318.72,No
EMP1425,Marketing,58,21,1.82,70,4.5,4540.37,No
EMP1426,HR,31,33,15.0,63,1.1,4086.33,Yes
EMP1427,Sales,51,32,1.16,74,3.9,4799.82,No
EMP1428,IT,25,17,11.89,99,3.2,6421.38,No
EMP1429,Finance,35,6,12.05,70,4.9,4540.37,No
EMP1430,Marketing,27,32,8.45,63,2.4,4086.33,No
EMP1431,Finance,59,14,12.13,98,3.0,6356.52,No
EMP1432,Sales,35,9,6.65,75,2.3,4864.68,No
EMP1433,HR,34,13,1.17,70,1.8,4540.37,No
EMP1434,Marketing,36,17,4.2,75,1.4,4864.68,No
EMP1435,HR,49,26,5.81,97,2.8,6291.65,No
EMP1436,Finance,39,19,1.68,79,3.4,5124.13,No
EMP1437,Marketing,28,0,11.18,88,2.4,5707.89,No
EMP1438,Marketing,28,2,12.9,78,2.4,5059.27,No
EMP1439,Marketing,33,6,12.58,87,1.0,5643.03,No
EMP1440,HR,27,37,5.08,81,1.4,5253.86,No
EMP1441,Sales,38,7,8.93,64,2.9,4151.19,No
EMP1442,Marketing,29,9,11.49,68,3.3,4410.64,No
EMP1443,Sales,57,20,10.77,79,4.7,5124.13,No
EMP1444,Finance,44,5,12.95,88,3.4,5707.89,No
EMP1445,HR,57,17,0.27,61,2.7,3956.61,No
EMP1446,HR,52,31,7.29,63,1.5,4086.33,No
EMP1447,IT,44,25,10.16,64,3.4,4151.19,No
EMP1448,Finance,35,27,4.03,64,2.4,4151.19,No
EMP1449,Sales,43,9,6.47,87,2.9,5643.03,No
EMP1450,Finance,58,7,8.56,95,4.5,6161.93,No
EMP1451,IT,23,16,1.01,75,1.8,4864.68,No
EMP1452,Marketing,24,27,11.71,82,3.1,5318.72,No
EMP1453,Finance,46,34,11.85,67,1.5,4345.78,No
EMP1454,Finance,28,6,9.89,84,1.1,5448.44,Yes
EMP1455,Marketing,39,23,3.33,64,2.1,4151.19,No
EMP1456,HR,22,0,2.89,71,4.5,4605.23,No
EMP1457,IT,54,4,3.5,91,3.7,5902.48,No
EMP1458,IT,41,29,7.38,84,2.7,5448.44,No
EMP1459,IT,21,13,12.81,74,3.5,4799.82,No
EMP1460,HR,38,6,7.22,89,4.3,5772.75,Yes
EMP1461,Sales,23,16,3.71,78,2.9,5059.27,Yes
EMP1462,Marketing,47,31,7.33,69,2.4,4475.51,No
EMP1463,Finance,39,7,3.96,84,3.7,5448.44,No
EMP1464,IT,53,12,5.11,74,1.6,4799.82,Yes
EMP1465,IT,53,9,9.67,86,4.9,5578.17,No
EMP1466,Marketing,51,3,7.45,78,2.3,5059.27,No
EMP1467,HR,49,18,2.36,70,2.1,4540.37,No
EMP1468,Finance,43,2,8.37,97,4.5,6291.65,Yes
EMP1469,HR,42,24,13.76,64,1.4,4151.19,No
EMP1470,Sales,34,9,5.74,64,1.9,4151.19,No
EMP1471,IT,50,16,1.28,82,4.3,5318.72,No
EMP1472,IT,21,33,1.36,61,1.9,3956.61,No
EMP1473,IT,55,17,7.44,77,2.0,4994.41,No
EMP1474,HR,54,18,3.84,78,3.0,5059.27,No
EMP1475,Sales,28,14,0.49,60,2.5,3891.74,No
EMP1476,IT,51,33,10.6,76,4.5,4929.54,Yes
EMP1477,Marketing,28,1,14.0,76,2.3,4929.54,No
EMP1478,Marketing,34,0,1.78,98,1.9,6356.52,No
EMP1479,Marketing,42,23,14.39,62,2.6,4021.47,Yes
EMP1480,Finance,20,24,12.1,86,1.2,5578.17,No
EMP1481,HR,44,3,9.9,71,1.1,4605.23,No
EMP1482,IT,35,16,11.46,94,1.0,6097.07,Yes
EMP1483,IT,34,22,13.5,66,4.3,4280.92,No
EMP1484,HR,51,18,5.36,93,4.3,6032.2,Yes
EMP1485,Finance,50,9,2.61,89,3.6,5772.75,No
EMP1486,Sales,32,30,5.64,87,2.5,5643.03,No
EMP1487,IT,56,16,5.69,90,3.9,5837.62,No
EMP1488,Finance,37,33,11.13,73,2.5,4734.96,No
EMP1489,Finance,26,11,7.32,72,2.3,4670.09,No
EMP1490,Finance,59,5,3.61,91,5.0,5902.48,Yes
EMP1491,HR,44,31,13.14,99,1.2,6421.38,No
EMP1492,HR,49,21,2.44,98,4.5,6356.52,No
EMP1493,IT,40,16,10.76,90,3.9,5837.62,No
EMP1494,HR,22,29,8.37,70,4.8,4540.37,No
EMP1495,Marketing,41,23,4.59,82,4.1,5318.72,No
EMP1496,Marketing,28,17,13.76,94,4.1,6097.07,No
EMP1497,Sales,23,16,14.77,95,4.0,6161.93,No
EMP1498,Sales,37,23,1.15,99,2.0,6421.38,Yes
EMP1499,IT,53,16,8.65,87,1.4,5643.03,No
EMP1500,IT,31,36,1.58,92,4.8,5967.34,No
EMP1501,IT,57,14,14.91,68,2.8,4410.64,No
EMP1502,Sales,40,36,7.38,61,4.4,3956.61,No
EMP1503,Marketing,51,7,4.21,66,2.5,4280.92,No
EMP1504,Sales,56,37,13.55,67,3.4,4345.78,No
EMP1505,Sales,24,0,2.72,97,2.9,6291.65,Yes
EMP1506,Marketing,54,11,2.89,92,3.7,5967.34,No
EMP1507,HR,58,27,13.47,99,2.3,6421.38,No
EMP1508,IT,24,19,3.07,73,4.9,4734.96,No
EMP1509,HR,44,5,12.94,71,3.3,4605.23,No
EMP1510,Marketing,25,13,9.84,95,2.5,6161.93,No
EMP1511,Marketing,39,7,9.09,62,3.7,4021.47,No
EMP1512,Marketing,55,34,2.21,88,4.6,5707.89,No
EMP1513,Finance,52,8,5.19,64,1.7,4151.19,No
EMP1514,HR,27,18,2.66,98,4.6,6356.52,No
EMP1515,Sales,21,36,10.75,65,2.8,4216.06,No
EMP1516,Sales,51,29,6.57,96,1.1,6226.79,No
EMP1517,Marketing,50,2,2.07,81,1.9,5253.86,No
EMP1518,Finance,20,0,10.8,77,1.8,4994.41,No
EMP1519,Finance,26,10,13.58,85,3.3,5513.3,No
EMP1520,HR,40,8,2.03,78,2.7,5059.27,Yes
EMP1521,IT,37,33,4.09,88,3.9,5707.89,No
EMP1522,HR,50,36,1.75,70,2.3,4540.37,No
EMP1523,HR,59,25,0.11,98,4.3,6356.52,Yes
EMP1524,Finance,36,22,1.24,61,2.4,3956.61,No
EMP1525,Finance,54,22,14.13,96,2.1,6226.79,No
EMP1526,Sales,34,36,5.12,79,4.3,5124.13,No
EMP1527,Sales,47,9,9.76,64,3.7,4151.19,No
EMP1528,HR,55,4,5.11,61,3.2,3956.61,Yes
EMP1529,Sales,21,16,7.18,76,4.4,4929.54,Yes
EMP1530,HR,47,10,4.1,90,4.2,5837.62,No
EMP1531,Sales,24,23,10.22,72,3.6,4670.09,No
EMP1532,IT,29,13,6.07,84,4.0,5448.44,No
EMP1533,Marketing,57,22,6.56,74,4.6,4799.82,No
EMP1534,HR,56,14,7.88,67,1.8,4345.78,No
EMP1535,Sales,26,12,8.1,61,2.9,3956.61,Yes
EMP1536,IT,25,37,11.63,93,3.3,6032.2,No
EMP1537,HR,55,0,3.84,67,2.1,4345.78,Yes
EMP1538,Finance,57,13,9.35,83,2.6,5383.58,No
EMP1539,IT,36,25,6.67,84,3.4,5448.44,No
EMP1540,Marketing,39,6,13.5,61,1.6,3956.61,No
EMP1541,Marketing,44,18,3.17,69,3.0,4475.51,No
EMP1542,Sales,23,39,12.98,98,2.5,6356.52,No
EMP1543,Sales,44,23,7.7,65,2.2,4216.06,No
EMP1544,Sales,23,29,4.21,65,4.6,4216.06,No
EMP1545,HR,24,14,3.6,97,2.8,6291.65,No
EMP1546,Sales,37,15,5.53,97,4.2,6291.65,No
EMP1547,HR,35,15,4.94,89,4.3,5772.75,No
EMP1548,Finance,42,0,1.63,94,1.8,6097.07,No
EMP1549,Sales,29,0,2.19,76,3.7,4929.54,No
EMP1550,HR,50,26,10.36,60,3.3,3891.74,Yes
EMP1551,IT,46,17,4.5,60,1.8,3891.74,No
EMP1552,Finance,41,28,12.68,81,4.3,5253.86,No
EMP1553,Finance,52,39,9.61,76,4.8,4929.54,No
EMP1554,HR,56,23,12.36,80,2.0,5188.99,No
EMP1555,HR,53,26,12.06,71,1.1,4605.23,No
EMP1556,Finance,20,34,10.71,85,3.9,5513.3,No
EMP1557,HR,35,20,9.96,93,4.2,6032.2,No
EMP1558,IT,55,3,6.92,65,4.3,4216.06,No
EMP1559,IT,58,19,14.25,87,1.0,5643.03,No
EMP1560,IT,38,33,9.72,62,5.0,4021.47,No
EMP1561,HR,20,38,14.44,66,3.7,4280.92,No
EMP1562,Sales,41,11,2.83,97,2.3,6291.65,No
EMP1563,IT,45,18,0.68,94,4.5,6097.07,No
EMP1564,Marketing,20,30,10.89,74,2.4,4799.82,No
EMP1565,IT,58,34,13.85,62,4.1,4021.47,No
EMP1566,Finance,58,30,5.35,68,3.9,4410.64,Yes
EMP1567,IT,36,8,0.74,75,3.2,4864.68,No
EMP1568,Marketing,25,14,12.68,92,1.9,5967.34,No
EMP1569,Sales,21,10,4.69,88,4.3,5707.89,No
EMP1570,Finance,41,15,7.34,62,1.2,4021.47,No
EMP1571,HR,32,20,6.32,90,3.8,5837.62,No
EMP1572,Sales,47,20,4.55,63,2.4,4086.33,Yes
EMP1573,Marketing,30,32,0.09,83,4.9,5383.58,No
EMP1574,Marketing,51,7,9.56,80,1.4,5188.99,No
EMP1575,Sales,25,25,6.85,62,2.0,4021.47,No
EMP1576,IT,36,21,10.65,75,2.7,4864.68,No
EMP1577,Finance,45,26,4.09,93,1.6,6032.2,No
EMP1578,Sales,51,21,3.83,91,2.5,5902.48,Yes
EMP1579,Sales,23,20,3.71,90,1.8,5837.62,No
EMP1580,Sales,49,13,12.86,94,3.3,6097.07,No
EMP1581,Marketing,31,32,11.96,65,2.7,4216.06,No
EMP1582,Sales,52,11,1.76,81,4.0,5253.86,No
EMP1583,Marketing,28,6,8.48,92,3.4,5967.34,No
EMP1584,HR,42,31,3.0,65,2.0,4216.06,Yes
EMP1585,HR,33,37,2.57,60,2.7,3891.74,No
EMP1586,Sales,53,19,12.41,85,1.8,5513.3,No
EMP1587,Finance,47,37,3.89,73,1.5,4734.96,Yes
EMP1588,HR,45,27,7.19,93,3.6,6032.2,No
EMP1589,HR,32,29,9.23,63,4.8,4086.33,No
EMP1590,Marketing,24,35,6.67,93,3.7,6032.2,Yes
EMP1591,Marketing,35,10,0.61,97,4.3,6291.65,No
EMP1592,Marketing,59,3,2.88,63,4.9,4086.33,Yes
EMP1593,Sales,21,19,1.8,86,4.8,5578.17,No
EMP1594,IT,36,36,9.8,97,4.5,6291.65,No
EMP1595,Marketing,45,8,9.66,65,1.7,4216.06,Yes
EMP1596,IT,52,13,7.72,94,1.3,6097.07,No
EMP1597,Marketing,32,33,11.51,72,1.1,4670.09,No
EMP1598,Marketing,37,20,5.46,99,2.0,6421.38,Yes
EMP1599,Finance,47,17,2.05,64,1.9,4151.19,No
EMP1600,HR,58,5,12.15,86,3.8,5578.17,No
EMP1601,IT,36,33,7.17,91,4.0,5902.48,No
EMP1602,Sales,58,9,1.38,92,3.6,5967.34,No
EMP1603,Finance,52,10,2.55,83,4.4,5383.58,Yes
EMP1604,Sales,54,26,3.54,96,4.2,6226.79,No
EMP1605,Marketing,24,29,12.99,76,4.7,4929.54,No
EMP1606,Marketing,22,22,9.78,72,1.9,4670.09,No
EMP1607,Finance,59,38,7.98,70,4.4,4540.37,No
EMP1608,Sales,38,7,14.07,96,3.6,6226.79,No
EMP1609,HR,41,24,8.73,79,2.5,5124.13,Yes
EMP1610,Marketing,35,3,0.93,99,5.0,6421.38,No
EMP1611,Marketing,25,33,0.44,61,4.8,3956.61,Yes
EMP1612,IT,20,31,9.53,86,4.5,5578.17,No
EMP1613,IT,22,2,10.41,60,4.6,3891.74,No
EMP1614,IT,27,3,8.41,70,3.6,4540.37,No
EMP1615,IT,37,18,0.95,95,2.3,6161.93,Yes
EMP1616,Sales,24,16,3.17,85,1.5,5513.3,No
EMP1617,Sales,58,28,0.5,84,2.5,5448.44,No
EMP1618,Marketing,29,1,2.35,96,4.4,6226.79,No
EMP1619,HR,50,29,8.87,74,3.8,4799.82,No
EMP1620,IT,43,3,11.32,60,4.1,3891.74,No
EMP1621,Marketing,57,17,9.05,92,4.6,5967.34,No
EMP1622,HR,52,8,5.69,79,3.7,5124.13,No
EMP1623,Finance,38,16,0.71,70,2.8,4540.37,No
EMP1624,Marketing,42,22,0.97,61,5.0,3956.61,No
EMP1625,Finance,26,29,9.86,94,3.3,6097.07,Yes
EMP1626,Marketing,47,27,14.67,70,4.6,4540.37,Yes
EMP1627,IT,53,29,1.74,72,4.7,4670.09,No
EMP1628,HR,29,29,1.03,73,2.6,4734.96,No
EMP1629,IT,23,22,13.9,76,3.0,4929.54,No
EMP1630,Finance,57,5,3.73,65,3.0,4216.06,No
EMP1631,HR,48,30,0.24,89,3.6,5772.75,No
EMP1632,Finance,30,35,5.94,86,4.0,5578.17,Yes
EMP1633,IT,56,29,2.25,65,2.0,4216.06,Yes
EMP1634,HR,58,6,12.92,73,4.8,4734.96,No
EMP1635,HR,46,26,11.5,89,4.2,5772.75,Yes
EMP1636,Finance,52,24,11.08,82,2.0,5318.72,No
EMP1637,HR,50,36,7.22,90,4.6,5837.62,No
EMP1638,Marketing,32,3,5.7,86,1.5,5578.17,No
EMP1639,HR,52,0,1.46,70,1.1,4540.37,No
EMP1640,IT,38,4,14.74,78,1.5,5059.27,No
EMP1641,Sales,53,6,5.15,80,1.4,5188.99,No
EMP1642,Finance,50,14,7.64,68,2.3,4410.64,No
EMP1643,Finance,26,2,4.98,65,2.7,4216.06,No
EMP1644,HR,54,9,14.14,74,1.1,4799.82,No
EMP1645,Marketing,42,36,7.1,91,1.9,5902.48,Yes
EMP1646,Sales,48,34,12.12,82,4.8,5318.72,Yes
EMP1647,Marketing,36,39,8.73,64,2.9,4151.19,No
EMP1648,Finance,47,8,7.12,71,1.7,4605.23,No
EMP1649,Marketing,56,9,13.94,72,4.1,4670.09,Yes
EMP1650,HR,41,18,12.79,67,1.9,4345.78,Yes
EMP1651,Sales,29,11,2.2,96,1.8,6226.79,No
EMP1652,IT,41,32,10.38,97,4.1,6291.65,No
EMP1653,Sales,45,39,2.24,85,2.0,5513.3,No
EMP1654,Finance,54,4,3.61,87,1.5,5643.03,No
EMP1655,HR,25,37,13.82,95,3.4,6161.93,No
EMP1656,Marketing,53,30,13.32,83,3.8,5383.58,Yes
EMP1657,Sales,42,34,0.43,61,1.8,3956.61,No
EMP1658,Sales,36,0,1.29,67,4.4,4345.78,No
EMP1659,Finance,59,25,5.17,70,4.3,4540.37,No
EMP1660,Marketing,59,4,5.33,71,1.0,4605.23,No
EMP1661,Marketing,42,23,3.55,98,2.4,6356.52,No
EMP1662,Sales,36,32,0.06,62,1.7,4021.47,No
EMP1663,HR,56,31,13.2,84,4.6,5448.44,Yes
EMP1664,IT,44,22,7.41,88,2.9,5707.89,Yes
EMP1665,Finance,44,19,14.37,67,3.1,4345.78,No
EMP1666,Sales,21,18,9.4,97,1.2,6291.65,No
EMP1667,Sales,52,24,9.98,79,2.9,5124.13,No
EMP1668,Sales,52,10,12.71,64,3.0,4151.19,No
EMP1669,Marketing,51,7,0.45,98,1.3,6356.52,No
EMP1670,HR,59,36,14.08,64,1.4,4151.19,No
EMP1671,Marketing,34,11,11.03,90,3.1,5837.62,No
EMP1672,HR,31,37,14.04,93,2.8,6032.2,Yes
EMP1673,Sales,35,4,8.53,73,2.7,4734.96,No
EMP1674,IT,36,16,4.43,69,4.0,4475.51,No
EMP1675,IT,33,15,1.89,73,1.9,4734.96,Yes
EMP1676,HR,26,17,1.11,65,3.7,4216.06,Yes
EMP1677,HR,52,7,9.3,94,4.8,6097.07,Yes
EMP1678,Sales,54,6,3.05,89,4.0,5772.75,Yes
EMP1679,Marketing,57,18,8.25,74,4.2,4799.82,No
